id,title,description,link,image_link,price,brand,availability,condition,google_product_category
"memo-paris-kedu","Memo Paris Kedu","Hương đầu: Quả bưởi, Neroli, Quả quýt.Hương giữa: Trà mate, Hoa lan Nam Phi, Hoa hồng, Hoa mẫu đơn.Hương cuối: Vừng, Xạ hương trắng, Rêu.Nằm trong hải trình của Memo Paris dành cho các vị khách yêu quý của mình, Kedu giúp nhà hương Pháp dong buồm dẫn những hành khách khứu giác của mình tới một vùng đất vô cùng xa xôi với châu Âu bản địa. Kedu mang tới mùi hương bản xứ của vùng xa xôi nơi Đông Nam Á, một hòn đảo nhiệt đới lớn với um tùm cây trái, được mệnh danh là trái tim của đất nước Indonesia, là Java.Nhắc tới vùng biển Indonesia – Malaysia, giới nước hoa Âu châu năm xưa đã từng bị làm cho điên đảo bởi hòn đảo Borneo, nơi đem tới thế giới mùi hương một trong những nguyên liệu được cho là ấm áp và gợi cảm bậc nhất – Hoắc hương (Patchouli). Nhưng không đi theo lối cũ, Memo xuôi theo dòng biển xuống phía nam, và Java của Kedu lại là một hòn đảo nhiệt đới chuẩn mực. Trái tim của đất nước vạn đảo được khắc họa một cách tươi sáng, trong trẻo, với các dấu ấn Cam Chanh đặc trưng ở phần mở màn, xoa dịu thêm đó là một chút ngọt đắng của Neroli vỗ về khứu giác. Neroli, kéo theo những lớp hoa thoang thoảng, dập dìu hòa lẫn vào nhau trong Kedu, trên nền xanh mà bản thể Neroli đem lại khi phối hợp tốt với những rung động đến từ Trà mate của Nam Mĩ. Xạ hương ở phía dưới, một tấm nền quen thuộc nhưng không nhàm chán, vẫn được duy trì vẹn nguyên cái tính “nhiệt đới” của Kedu bằng chút Rêu xanh và mùi thơm ngậy của Vừng.Điều đặc biệt hơn của Kedu được phát hiện ra khi chúng ta thưởng thức nó, với những nốt hương đa sắc mang âm hưởng nhiệt đới, sẽ có những biến chuyển thú vị trên da của mỗi người. Giống với một chuyến đi, một điểm đến, mỗi người trong chúng ta sẽ đềm có những trải nghiệm, những hoài niệm riêng không giống nhau.","https://namperfume.net/products/memo-paris-kedu","https://product.hstatic.net/1000340570/product/kedu_2b71717d561946f98d6641b4b8208c55_grande.jpg",6300000 VND,"Memo Paris","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"nuoc-hoa-nu-marc-jacobs-daisy-eau-so-fresh","Marc Jacobs Daisy Eau So Fresh
                
  								Nữ","Mã hàng 110100200404 Thương hiệu Marc Jacobs Xuất xứ Tây Ban Nha, Pháp, Mỹ Năm phát hành 2011 Nhóm hương Green notes, Phúc bồn tử, Hoa tím, Quả lê Phong cách Trẻ trung , Tươi mới, Gợi cảm Hương đầu: Bưởi, Mâm xôi, LêHương giữa: Hoa nhài, Hoa hồng, Violet, Vải, Hoa táoHương cuối: Tuyết tùng, Xạ hương, MậnNgay từ khoảnh khắc đầu bắt gặp Marc Jacobs Daisy Eau So Fresh, chắc hẳn những mê say đã không ngừng thôi thúc thị giác bởi thiết kế đầy ngọt ngào, với những đoá hoa đang tràn đầy nhựa sống, nở rộ muôn sắc màu.Không ngừng lại ở vẻ ngoài điệu đà, nữ tính, làn hương của Marc Jacobs Daisy Eau So Fresh cũng được dày công ""tẩm ướp"" bởi hương thơm hoa quả vừa đậm đà, vừa thuần tuý như đưa bạn đến một khu vườn cổ tích rợp sắc hương. Bước vào khu vườn ấy, bạn sẽ bị ""chuốc say"" ánh mắt bởi những chùm quả trĩu nặng cứ mải miết đung đưa, hương bưởi, mâm xôi, lê phả ra một làn hương vừa mê đắm, quyến rũ lẫn vào chút hăng say, sinh động, như nàng thiếu nữ đang tuổi đôi mươi, e ấp, dịu dàng như cũng không quên mang theo một tâm hồn tinh nghịch, khiến mọi ánh mắt càng thèm thuồng khám phá.Đến tầng hương giữa, Hoa nhài, Hoa hồng, Hoa violet và hoa táo lại nắm được cơ hội để chứng minh sự cám dỗ của mình. Không quá ngào ngạt, hỗn hợp hương hoa dẫn truyền một luồng cảm hứng êm ả, nhẹ tênh nhưng ẩn chứa sức sống cuồng nhiệt, đây cũng là note hương giao thoa giữa âm hưởng mộc mạc, bình dị, cùng sự quý phái, sang trọng của những cô Nàng.Sự dịu dàng, nữ tính, thẹn thùng và đằm thắm ban đầu chẳng ở lại lâu cùng vẻ đẹp của Marc Jacobs Daisy Eau So Fresh, mà thay vào đó và sự nồng nàn được lưu giữ cẩn trọng trong tầng hương cuối. Gỗ tuyết tùng, Xạ hương và quả mận như đã ấm ủ hương thơm từ lâu, rồi mạnh dạn thể hiện sự hấp dẫn và gợi cảm của mình, làm cho Marc Jacobs Daisy Eau So Fresh càng thêm thú vị","https://namperfume.net/products/nuoc-hoa-nu-marc-jacobs-daisy-eau-so-fresh","https://product.hstatic.net/1000340570/product/kedu_2b71717d561946f98d6641b4b8208c55_grande.jpg",0 VND,"Memo Paris","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"gucci-flora-gorgeous-jasmine","Gucci Flora Gorgeous Jasmine","Hương đầu: Quýt Ý, Cam Bergamot, Tiêu đen.Hương giữa: Hoa nhài, Hoa nhài Sambac, Hoa mộc lan, Hoa hồng Damask.Hương cuối: Nhựa hương Benzoin, Gỗ đàn hương Úc, Hoắc hương.Tiếp nối thành công của Flora Gorgeous Gardenia, Gucci tiếp tục cho ra mắt phiên bản tiếp theo của dòng Gucci Flora Gorgeous, với chủ điểm là một người chị em của Gardenia (Hoa dành dành), ấy là Jasmine (Hoa nhài). Nhài và Dành dành có những đặc điểm cơ bản khá giống nhau trong mùi hương, cùng nằm trong nhóm hoa trắng, và Nhài thực tế cũng đã xuất hiện trong phiên bản màu hồng được ra mắt năm 2021. Vậy Gucci Flora Gorgeous Jasmine mới được ra mắt năm 2022 sẽ có những gì thú vị dành cho chúng ta?Đúng như tên gọi của mùi hương, Hoa nhài là chủ thể được tô vẽ xinh đẹp trong Flora Gorgeous Jasmine. Nhài tươi thắm, tinh khôi và gợi cảm, ngọt ngào như những gì ta có thể tưởng tượng về một tiểu thư chuẩn mực. Nhài của Flora Gorgeous Jasmine được tô vẽ đậm nét tới mức ta có thể tận hưởng hương thơm dễ chịu này từ đầu tới cuối của mùi hương, nhưng vẫn đủ giúp ta nhận biết được sắc thái đem tới từ các vệ tinh xung quanh bông hoa dễ thương này, bằng việc chuyển biến của mùi hương.Nhài được chuyển qua từ trạng thái chua ngọt mọng nước của những nốt hương Cam chanh, cho tới cái tê ngọt ấm áp của Nhựa hương hòa trộn với những rung động nhẹ nhàng từ Đàn hương, khiến Hoa nhài vừa dễ thương, vừa sống động trong Flora Gorgeous Jasmine.","https://namperfume.net/products/gucci-flora-gorgeous-jasmine","https://product.hstatic.net/1000340570/product/gucci-gorgeous-jasmine_912fe699763e40aa9dc8ba3e8b66c325_grande.jpg",4180000 VND,"Gucci","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"gritti-siracusa","Gritti Siracusa
                
  								Unisex","Mã hàng IP110100204533 Thương hiệu Gritti Xuất xứ Ý Năm phát hành 2023 Nhóm hương Hương Hoa Chanh, Xạ Hương, Lá Cọ Phong cách Thanh Lịch, Tươi Mát, Cuốn Hút Hương đầu: Hoa chanh, Lá cọ, Hạnh nhân.Hương giữa: Kem, Hoa tiare, Vanilla.Hương cuối: Xạ hương trắng, Hương nắng, Gỗ đàn hương.Nếu bạn đang tìm kiếm một hương thơm mát lành, dễ chịu cho mùa hè, nhưng đòi hỏi độc đáo và có những điểm nhấn khác lạ, xin chúc mừng bạn đã tìm tới đúng nơi có thứ mà bạn đang cần. Đúng, đó là Gritti Siracusa, một ly Lemon sorbet hấp dẫn cho chiếc mũi của bạn.Thường thì những mùi theo họ đồ ăn (gourmand) thường sẽ khiến ta nghĩ về những hương thơm cho mùa lạnh, hiện lên trong trí nhớ khứu giác của chúng ta là sự ngọt ngào và ngậy béo. Là do những ly sorbet trong thế giới thơm thực ra đã không nhiều, và để được đánh giá là ""ngon"" thì lại càng hiếm hoi hơn. Siracusa thơm béo, nhưng được làm cho thanh thoát và nhẹ nhàng, rồi quan trọng hơn hết là hương chua thơm ngào ngạt của quả Chanh vàng. Và bạn biết đấy, nhóm hương cam chanh ở đây chính là cốt lõi để biến Siracusa trở thành một món kem tươi ngon lành cho ngày hè.Siracusa chắc chắn sẽ gây ấn tượng với bạn, và điều đó sẽ xảy ra cả với những người xung quanh, khi bạn khoác hương thơm này lên mình. Bạn biết rồi đấy, chẳng ai có thể cưỡng lại được sự hấp dẫn của những món ăn, và ở đây nó còn xuyên qua khứu giác và hằn sâu lại trong trí nhớ nữa.","https://namperfume.net/products/gritti-siracusa","https://product.hstatic.net/1000340570/product/gucci-gorgeous-jasmine_912fe699763e40aa9dc8ba3e8b66c325_grande.jpg",0 VND,"Gucci","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"nishane-fan-your-flames","Nishane Fan Your Flames
                
  								Unisex","Mã hàng 110100204691 Thương hiệu Nishane Xuất xứ Thổ Nhĩ Kỳ Năm phát hành 2016 Nhóm hương Hương Dừa, Rượu Rum, Thuốc lá Phong cách Độc đáo, Tinh Tế, Cuốn Hút Hương đầu: Dừa, Rượu rumHương giữa: Thuốc lá, Đậu tonkaHương cuối: Gỗ tuyết tùng, Rêu sồi Nishane Fan Your Flames không phải là một hương thơm ""sừng sỏ"" nhưng phải khiến bạn phải dè chừng và suy tính những biến chuyển trong từng lớp hương mà nó chất chứa. Vẫn là Thuốc lá và Rượu rum - bộ đôi hương thơm chỉ dành cho những người dã sành sỏi trong giới yêu hương, thế nhưng lần này ẩn nấp sau bộ đôi ấy là cái gì đấy ngọt ngào nhưng khô hăng, tưởng chừng rất dễ nắm bắt nhưng càng cố lại gần lại càng thấy xa vời hơn. Tôi không hẳn là fan của Rượu rum cả trong đồ uống và mùi hương, thế nhưng không thể nào phủ nhận Rượu rum chưa bao giờ thất bại trong việc tái hiện hình ảnh của người đàn ông từng trải, chững chạc và đấy tính toán trong đầu. Nếu có bắt gặp một gã trai dùng mùi hương của Rum, tôi sẽ mặc định ngay ấy là một gã trai không hề dễ xơi. Nhưng Rum và Dừa, một bên khô hăng táo bạo, bên còn lại mướt mềm béo ngon. Tôi chưa bao giờ thử tưởng tượng bộ đôi hương thơm ấy lại có ngày hòa quyện và trở nên đáng ""thèm thuồng"" như thế trong Nishane Fan Your Flames, chưa kể đến Đậu tonka với những nét ngọt rất dịu và ấm lân la quấn lấy từng ngụm Rum.","https://namperfume.net/products/nishane-fan-your-flames","https://product.hstatic.net/1000340570/product/siracusa_cbc2759abb1944d593a7e6dd59acb3a5_grande.jpg",0 VND,"Gritti","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"perris-monte-carlo-ambre-gris","Perris Monte Carlo Ambre Gris
                
  								Unisex","Mã hàng 110100203219 Thương hiệu Perris Monte Carlo Xuất xứ Monaco, Ý Năm phát hành 2012 Nhóm hương Hổ phách, Lab-da-num, Cou-ma-rin Phong cách Sang trọng, Thu hút, Nổi bật Hương đầu: Ngải cứuHương giữa: Hoa hồng, Phong lữHương cuối: Hổ phách, Labdanum, Coumarin, Vanilla, Xạ hương, Gỗ đàn hương, Gỗ tuyết tùngAmbre Gris, ngay từ cái tên bạn cũng đã biết mình nên trông chờ mùi hương gì từ ấn phẩm nhà Perris Monte Carlo này rồi đấy. Ấy thế, không chỉ có vị ngọt đậm và dày của Hổ phách là hiện hữu trong Ambre Gris, mà còn có cả những nốt vị tương đồng, trái ngược nâng đỡ và toả sáng lẫn nhau một cách đầy uyển chuyển.Bạn sẽ thấy được mùi hương của Hoa, nhưng chúng không đáng yêu, dễ gần như bạn nghĩ, mà ngược lại, hương hoa này gai góc, táo bạo và mãnh liệt. Bạn sẽ thấy được các nốt Gia vị, nhưng Gia vị này không hăng cay như mọi lần, chúng mềm mại, ve vuốt và yêu chiều đầy bất ngờ.Và bạn cũng sẽ thấy được mùi hương dày ấm đặc trưng của Gỗ, một thứ nguyên liệu “đi kèm"" không thể thiếu khi nhắc đến Hổ phách. Ambre Gris không dựng lên cho bạn bất cứ ý niệm nào về Hổ phách dù lấy Hổ phách làm nguồn cảm hứng, ở đây, bạn thấy được cách các mùi hương xoay vòng trung tâm của chúng như thế nào, ăn nhập và tác hợp với nhau mượt mà ra sao mà thôi.","https://namperfume.net/products/perris-monte-carlo-ambre-gris","https://product.hstatic.net/1000340570/product/nishane-fan-your-flames_4d0066b72b944cbb9dc79505944f2c5c_grande.jpg",0 VND,"Nishane","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"memo-paris-sicilian-leather","Memo Paris Sicilian Leather","Mã hàng 110100204199 Thương hiệu Memo Paris Xuất xứ Pháp Năm phát hành 2021 Nhóm hương Hương da thuộc, Quả chanh vàng, Cam bergamot Phong cách Cuốn hút, Sang trọng, Bí ẩn Chưa có mô tả cho sản phẩm này","https://namperfume.net/products/memo-paris-sicilian-leather","https://product.hstatic.net/1000340570/product/memo-sicilian_1aabcb24874548118e17d3d91b76bec7_grande.jpg",5750000 VND,"Memo Paris","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"issey-miyake-nectar-d-issey-igo","Issey Miyake Nectar d'Issey IGO
                
  								Nữ","Mã hàng 110100203587 Thương hiệu Issey Miyake Xuất xứ Pháp Năm phát hành 2020 Nhóm hương Mật ong, Hoa hồng, Quả lê Phong cách Tươi mới, Ngọt ngào, Nữ tính Hương đầu: Lê nashi, Trái câyHương giữa: Hoa mẫu đơn, Hoa nhàiHương cuối: Xạ hương trắng, Đàn hươngNếu bạn trót yêu thương vị ngọt mọng nước của Trái và vẻ đẹp nồng đượm, thắm thiết của hoa, thì Issey Miyake Nectar d'Issey IGO chính là ""nửa kia"" hoàn hảo của bạn. Đặc biệt, với phiên bản IGO, bạn sẽ nhận ra chính chiếc nắp chai kia cũng là một lọ nước hoa mini tính hợp, giúp bạn tiện lợi mang bên mình hơn bao giờ hết.Mở đầu với vẻ ngọt ngào rất đỗi mượt mà của Lê nashi và nhóm hương Trái cây tổng hợp, thật khó để rời mũi khỏi làn hương này. Một sự trẻ trung và tràn đầy nhiệt huyết, ta có thể nhận định về Nectar d'Issey như thế. Cô nàng nhí nhảnh nhà Issey Miyake nhanh chóng chuyển mình, trở nên phương phi và khó cưỡng hơn với nét hương hoa từ Mẫu đơn cùng Nhài. Một chút ngọt, một chút nồng, một chút kiều diễm.Cùng với Xạ hương trắng ở lớp nền, Issey Miyake Nectar d'Issey càng trở nên bồng bềnh, bông phấn và trong trẻo hơn gấp bội, khiến bất kỳ ai vô tình sượt ngang bờ vai cũng phải ngoái đầu lại đầy tò mò.","https://namperfume.net/products/issey-miyake-nectar-d-issey-igo","https://product.hstatic.net/1000340570/product/memo-sicilian_1aabcb24874548118e17d3d91b76bec7_grande.jpg",0 VND,"Memo Paris","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"chloe-atelier-des-hibiscus-abelmoschus","Chloe Atelier Des Fleurs Hibiscus Abelmoschus","Hương chính: Hoa dâm bụtHoa dâm bụt gây ấn tượng với ta đầu tiên bởi màu sắc rực đỏ, những cánh hoa rũ mềm đầy điệu đà, và kế tiếp mới là mùi hương. Nếu bạn cũng đang tò mò không biết Hoa dâm bụt có mùi gì, thì Chloe Atelier Des Fleurs Hibiscus Abelmoschus sẽ đưa bạn trở về với khu vườn của nhà điều chế Domitille Michalon Bertier, nơi mà Hoa dâm bụt kiêu hãnh toả hương sắc của mình.Hoa dâm bụt trong Chloe Atelier Des Fleurs Hibiscus Abelmoschus có tông vị sáng, hơi đượm chút ngọt thanh, mọng nước như nhóm hương Trái cây, và càng để lâu trên làn da, bạn sẽ càng thấy rõ được hiệu ứng bông phấn, mềm mại như Xạ hương đến từ loại hoa miền nhiệt đới này. Có thể bạn sẽ bất ngờ vì đã trông chờ một thứ gì đó mãnh liệt toát ra khỏi Hoa dâm bụt, bởi sắc đỏ kia thật khó cưỡng, thế nhưng mùi hương của nó lại là một phạm trù khác, đầy bất ngờ và thú vị.","https://namperfume.net/products/chloe-atelier-des-hibiscus-abelmoschus","https://product.hstatic.net/1000340570/product/hibicus-150ml_99921956449040eb9109a48d249978e9_grande.jpg",3800000 VND,"Chloe","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"creed-virgin-island-water","Creed Virgin Island Water","Hương đầu: Quả dừa, Quả chanh xanh, Cam Bergamot, Quả Quýt Sicily.Hương giữa: Gừng, Hoa hoàng lan, Hoa nhài Ấn Độ, Hoa dâm bụt.Hương cuối: Rượu Rum trắng, Đường viên, Xạ hương.Creed Virgin Island Water như một chuyến đi du lịch với người thưởng thức nó, bằng tất cả sự thanh tĩnh và thư thái của tâm hồn. Và thực sự Virgin Island Water là như thế, rằng nó được thiết kế từ cảm hứng thu được sau những chuyến du lịch của gia đình Creed trên những hòn đảo nhiệt đới trong lành của vùng Caribean.Virgin Island Water mở đầu với hương thơm tràn đầy sức sống và đậm chất nhiệt đới của Cam chanh, với Quýt, Chanh, Cam Bergamot tươi tắn mọng nước, vẽ lên tấm nền tươi sáng để Dừa bung tỏa. Cùi dừa béo, thơm ngậy và ngọt ngào, đẫm trong làn nước mát của Cam chanh và một chút ngọt ngọt thơm thơm của Rượu Rum, ta như được thưởng thức một ly đồ uống đậm chất Trung Mỹ biển đảo, lâng lâng, ngọt ngào, tươi sáng và tràn đầy năng lượng. Những thức hoa nhiệt đới xen lẫn vào trong làn gió biển, những Nhài, Hoàng lan, Dâm bụt, thoang thoảng, như làm sống động thêm khứu giác ta trong một không khí thoải mái hoàn hảo.Với những lời thì thầm của không khí sôi động cùng biển nơi những hòn đảo Trung Mỹ, Virgin Island Water như một thứ nước quý được lấy từ đảo về, hòa lẫn những tinh hoa và hơi thở của nơi đây vào trong mùi hương.","https://namperfume.net/products/creed-virgin-island-water","https://product.hstatic.net/1000340570/product/virgin-island-water-creed-edp_7d7b71991e8b4aff9621cfa11cc73cfb_grande.jpg",7800000 VND,"Creed","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"chloe-atelier-des-fleurs-neroli","Chloe Atelier Des Fleurs Neroli","Hương chính: Hoa camNếu đã từng ngửi thấy mùi hương của Hoa cam, bạn hẳn sẽ biết rằng Hoa cam cũng có những nét hương chung với nhóm Cam chanh, nhưng khác biệt ở sự dày dặn và nồng nàn toả hương hơn hẳn. Để tường tận nhìn thấy nét đẹp của Hoa cam, thì không có ấn phẩm nào phù hợp hơn là Chloe Atelier Des Fleurs Neroli.Mùi hương của Hoa cam trong Chloe Atelier Des Fleurs Neroli được nhà điều chế hương thơm Sidonie Lancesseur lấy cảm hứng về những chuyến du ngoạn đến Seville. Những đoá hoa cam tí hon, thế nhưng lại toả ra hương thơm đầy nội lực, sảng khoái, thanh chua, dưới hiệu ứng của ánh nắng lại thêm phần rực rỡ. Thế nhưng Hoa cam không chỉ đơn thuần có sự sắc sảo vốn dĩ của nốt Cam chanh, mà càng sau lại càng mềm mại, sánh đặc như được phết một lớp mật ong lên từng cánh hoa trắng muốt.","https://namperfume.net/products/chloe-atelier-des-fleurs-neroli","https://product.hstatic.net/1000340570/product/neroli_33146642b1fb4b1eb9a1298cd47ab9d5_grande.jpg",6700000 VND,"Chloe","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"initio-parfums-prives-psychedelic-love","Initio Parfums Prives Psychedelic Love
                
  								Unisex","Mã hàng 110100203349 Thương hiệu Initio Parfums Prives Xuất xứ Pháp Năm phát hành 2017 Nhóm hương Hoa vòi voi, Một dược, Ylang-ylang Phong cách Ám áp, Quyến rũ, Sang trọng Hương đầu: Ngọc lan tây, Cam bergamotHương giữa: Hoa vòi voi, Hedione, Hoa hồngHương cuối: Myrrh, Đàn hươngHoa vòi voi, thứ hoa tim tím đầy ma lực luôn khiến ta phải hít đầy một hơi, rồi một hơi nữa để thực sự thấy “đã thèm"", giờ đây đã trở thành nốt hương chủ lực trong Initio Parfums Prives Psychedelic Love và tái định nghĩa lại thế nào mới là cảm giác vấn vương khi bắt gặp một hương quá đỗi luyến lưu.Lần đầu tiên ngửi thấy Psychedelic Love, thật khó để có thể tìm một hình tượng hay khung cảnh phù hợp để so sanh, cho tới bây giờ thì cảm giác bối rối ấy vẫn còn. Chỉ mãi về sau này, ta mới ngầm đồng thuận rằng không nên đẩy Psychedelic Love vào một khuôn mẫu nào hết, chỉ nên miêu tả thứ hương này với cảm xúc lâng lâng, thoả mãn bất tận thôi.Nào là Hoa vòi voi ngọt phấn, quyện cùng Hedione ướm chút thanh chua, chút đắng ngót cùng Hoa hồng, Psychedelic Love đánh đố khứu giác của ta, rồi lại yêu chiều chúng với nét đẹp đậm đà đặc trưng của Ngọc lan tây. Sau hết lớp này đến lớp khác, ta thấy thoả mãn vì mọi thứ trông thật mượt mà dù phức tạp, ta thấy thật mới lạ vì các nguyên liệu hết ăn nhập lại đối khắc nhau đầy thú vị.","https://namperfume.net/products/initio-parfums-prives-psychedelic-love","https://product.hstatic.net/1000340570/product/neroli_33146642b1fb4b1eb9a1298cd47ab9d5_grande.jpg",0 VND,"Chloe","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"chloe-atelier-des-fleurs-rosa-damascena","Chloe Atelier Des Fleurs Rosa Damascena","Hương chính: Hoa hồngHoa hồng có mùi như thế nào? Nếu như chưa một lần được thử, có lẽ cũng khó để bạn hình dung ra hương thơm này đúng không? Không phải những đoá hồng tươi bạn ngửi thực sự là mùi hương của Hồng trong nước hoa, và Hồng cũng không ngọt ngào như người ta vẫn thường hay đồn đại. Đến với Chloe Atelier Des Fleurs Rosa Damascena, bạn sẽ thấy được sắc thái của Hồng, một thứ hương trần trụi và chân thực nhất.Chloe Atelier Des Fleurs Rosa Damascena lấy chủ điểm là Hồng Damask, thứ hồng có cánh hoa dày và chưng cất tông vị dày dặn, miên man, đượm một chút hăng cay nhưng tươi mới như lá non được vò nát. Với Atelier Des Fleurs Rosa Damascena, hương Hoa hồng không chỉ xoay quanh sự nữ tính, dịu dàng, mà còn được điểm thêm một chút hoang dã, xanh trong của lá. Hay ta có thể nói, Atelier Des Fleurs Rosa Damascena là một khu vườn Hoa hồng với đủ hoa, đủ lá, đung đưa kiêu hãnh trong làn gió mùa hè.","https://namperfume.net/products/chloe-atelier-des-fleurs-rosa-damascena","https://product.hstatic.net/1000340570/product/rosa_a03a2acbb7554e19ac21eb50d6a3b150_grande.jpg",3800000 VND,"Chloe","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"initio-parfums-prives-high-frequency","Initio Parfums Prives High Frequency
                
  								Unisex","Mã hàng 110100203563 Thương hiệu Initio Parfums Prives Xuất xứ Pháp Năm phát hành 2016 Nhóm hương Hương hedione, Hạnh nhân, Hoa mộc lan Phong cách Sang trọng, Ngọt ngào, Thanh lịch Hương chính: Hedione, Hạnh nhân, Hoa mộc lanHương hoa là thứ hương khó cưỡng, dù ấy là hương hoa trắng miên man nồng nàn, hay là hoa hồng thi vị phương phi. Không phải tự nhiên mà mùi hương của Hoa lại được mệnh danh là bà hoàng trong giới tác chế hương thơm, có phải không? Có loại kết hợp nhiều nhóm hoa và ngập tràn sắc hương, nhưng cũng có loại chỉ đơn lẻ toả sáng một vài nét hương chính. Dù là loại nào trong cả hai, tôi đoán chắc chúng đều đáng để thử một lần, và Initio Parfums Prives High Frequency là một ví dụ điển hình.Initio Parfums Prives High Frequency chỉ chọn độc một hương hoa trắng làm chủ đạo, đó chính là Hedione - một nét hương rất giống với hương Nhài. Đậm đà, ngọt ngào và vẫn còn xen kẽ đâu đó chút đắng ngót như lá trà non. Ấy thế nhưng đừng quá lo lắng, High Frequency được làm cho mềm mại và mượt mà thêm rất nhiều bởi sự xuất hiện của Hạnh nhân, gửi gắm vào dư vị ngọt béo, bùi bùi, ngậy ngậy rất đáng yêu. Cứ như thế, vị ngọt của hoa quyện cùng vị béo của Hạnh nhân cho ra một hợp hương nuông chiều khứu giác đến vô độ.Phải có lý do gì đó để nhà hãng đính cái tên ""High Frequency"", bởi vẻ đẹp và sự uyển chuyển trong từng nốt hương sẽ khiến bạn thèm khát được khoác chúng lên người với ""tần suất cao"".","https://namperfume.net/products/initio-parfums-prives-high-frequency","https://product.hstatic.net/1000340570/product/rosa_a03a2acbb7554e19ac21eb50d6a3b150_grande.jpg",0 VND,"Chloe","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"armaf-la-rosa","Armaf La Rosa","Hương đầu: Nho đen, Tiêu hồng, Cam bergamot, LêHương giữa: Hoa nhài, Hoa cam, Hoa mimosa, Hoa huệ, Ngọc lan tâyHương cuối: Kẹo nhân hạt, Hoắc hương, Đậu tonka, Gỗ vetiver, Hạnh nhânKhông vồn vã hay dồn dập, Armaf La Rosa là một quả bom mùi hương nổ chậm khiến ta không thể nào ngờ đến, và hiển nhiên cũng chẳng thể nào trốn thoát dưới vòng tay của nó .Bình dị nhưng không hề bình thường, tầng hương thứ nhất dưới sự tác hợp của Quả mọng và Gia vị - hai yếu tố mùi hương đối lập - đã làm cho bất kỳ cô nàng nào sử dụng mùi hương này cũng sẽ khiến người khác phải ngoái đầu đôi chút.Armaf La Rosa còn trở nên gần gũi hơn với những tông hương quen thuộc từ Hoa huệ và Ngọc lan tây, len lỏi trong từng xúc giác, để rồi khi ta giật mình chợt tỉnh, bản thân đã không thể dứt khỏi hương thơm đằm thắm, ngọt êm đến vô tận.","https://namperfume.net/products/armaf-la-rosa","https://product.hstatic.net/1000340570/product/armaf-la-rosa_436204513acc4c1e8fa798c7d544b673_grande.jpg",99000000 VND,"Armaf","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
